structure,coordination_type,reference_ga_atom_number,defect_ga_atom_number,system,orbital,energy_minus_fermi_eV,pdos_states_per_eV
vacancy_O2,tetrahedral,17,17,pristine,s,-20.23485477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.217854770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.20075477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.18375477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.16675477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.14975477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.13275477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.115754770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.09875477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.08175477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.06475477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.04775477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.03075477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-20.01375477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.996754770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.97975477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.96275477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.94575477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.92875477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.91175477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.89475477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.877754770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.86075477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.84375477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.82675477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.809754769999998,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.792754770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.775654770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.75865477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.74165477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.72465477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.70765477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.690654770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.67365477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.656654770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.63965477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.62265477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.60565477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.588654769999998,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.571654770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.55465477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.53765477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.52065477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.50365477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-19.48665477,0.0001
vacancy_O2,tetrahedral,17,17,pristine,s,-19.469654769999998,0.0001
vacancy_O2,tetrahedral,17,17,pristine,s,-19.452654770000002,0.0003
vacancy_O2,tetrahedral,17,17,pristine,s,-19.43565477,0.0005
vacancy_O2,tetrahedral,17,17,pristine,s,-19.41865477,0.0008
vacancy_O2,tetrahedral,17,17,pristine,s,-19.40165477,0.0013
vacancy_O2,tetrahedral,17,17,pristine,s,-19.38465477,0.002
vacancy_O2,tetrahedral,17,17,pristine,s,-19.36765477,0.003
vacancy_O2,tetrahedral,17,17,pristine,s,-19.350554770000002,0.0044
vacancy_O2,tetrahedral,17,17,pristine,s,-19.33355477,0.0061
vacancy_O2,tetrahedral,17,17,pristine,s,-19.31655477,0.008
vacancy_O2,tetrahedral,17,17,pristine,s,-19.29955477,0.0103
vacancy_O2,tetrahedral,17,17,pristine,s,-19.28255477,0.0127
vacancy_O2,tetrahedral,17,17,pristine,s,-19.26555477,0.0152
vacancy_O2,tetrahedral,17,17,pristine,s,-19.24855477,0.0177
vacancy_O2,tetrahedral,17,17,pristine,s,-19.231554770000002,0.0201
vacancy_O2,tetrahedral,17,17,pristine,s,-19.21455477,0.0224
vacancy_O2,tetrahedral,17,17,pristine,s,-19.19755477,0.0245
vacancy_O2,tetrahedral,17,17,pristine,s,-19.18055477,0.0266
vacancy_O2,tetrahedral,17,17,pristine,s,-19.16355477,0.0286
vacancy_O2,tetrahedral,17,17,pristine,s,-19.14655477,0.0306
vacancy_O2,tetrahedral,17,17,pristine,s,-19.12955477,0.0324
vacancy_O2,tetrahedral,17,17,pristine,s,-19.112554770000003,0.0342
vacancy_O2,tetrahedral,17,17,pristine,s,-19.09555477,0.0356
vacancy_O2,tetrahedral,17,17,pristine,s,-19.07855477,0.0368
vacancy_O2,tetrahedral,17,17,pristine,s,-19.06155477,0.0375
vacancy_O2,tetrahedral,17,17,pristine,s,-19.04455477,0.0378
vacancy_O2,tetrahedral,17,17,pristine,s,-19.027554770000002,0.0376
vacancy_O2,tetrahedral,17,17,pristine,s,-19.01055477,0.0371
vacancy_O2,tetrahedral,17,17,pristine,s,-18.993554770000003,0.0363
vacancy_O2,tetrahedral,17,17,pristine,s,-18.97655477,0.0354
vacancy_O2,tetrahedral,17,17,pristine,s,-18.95955477,0.0345
vacancy_O2,tetrahedral,17,17,pristine,s,-18.94255477,0.0336
vacancy_O2,tetrahedral,17,17,pristine,s,-18.92545477,0.0328
vacancy_O2,tetrahedral,17,17,pristine,s,-18.90845477,0.0321
vacancy_O2,tetrahedral,17,17,pristine,s,-18.891454770000003,0.0316
vacancy_O2,tetrahedral,17,17,pristine,s,-18.87445477,0.0311
vacancy_O2,tetrahedral,17,17,pristine,s,-18.85745477,0.0307
vacancy_O2,tetrahedral,17,17,pristine,s,-18.84045477,0.0304
vacancy_O2,tetrahedral,17,17,pristine,s,-18.823454769999998,0.0301
vacancy_O2,tetrahedral,17,17,pristine,s,-18.806454770000002,0.0299
vacancy_O2,tetrahedral,17,17,pristine,s,-18.78945477,0.0298
vacancy_O2,tetrahedral,17,17,pristine,s,-18.772454770000003,0.03
vacancy_O2,tetrahedral,17,17,pristine,s,-18.75545477,0.0303
vacancy_O2,tetrahedral,17,17,pristine,s,-18.73845477,0.031
vacancy_O2,tetrahedral,17,17,pristine,s,-18.72145477,0.0321
vacancy_O2,tetrahedral,17,17,pristine,s,-18.704454769999998,0.0336
vacancy_O2,tetrahedral,17,17,pristine,s,-18.687454770000002,0.0357
vacancy_O2,tetrahedral,17,17,pristine,s,-18.67045477,0.0382
vacancy_O2,tetrahedral,17,17,pristine,s,-18.65345477,0.0412
vacancy_O2,tetrahedral,17,17,pristine,s,-18.63645477,0.0445
vacancy_O2,tetrahedral,17,17,pristine,s,-18.61945477,0.048
vacancy_O2,tetrahedral,17,17,pristine,s,-18.60245477,0.0516
vacancy_O2,tetrahedral,17,17,pristine,s,-18.58545477,0.055
vacancy_O2,tetrahedral,17,17,pristine,s,-18.568454770000002,0.0583
vacancy_O2,tetrahedral,17,17,pristine,s,-18.55145477,0.0612
vacancy_O2,tetrahedral,17,17,pristine,s,-18.53445477,0.0637
vacancy_O2,tetrahedral,17,17,pristine,s,-18.51735477,0.0659
vacancy_O2,tetrahedral,17,17,pristine,s,-18.50035477,0.0678
vacancy_O2,tetrahedral,17,17,pristine,s,-18.48335477,0.0693
vacancy_O2,tetrahedral,17,17,pristine,s,-18.466354770000002,0.0706
vacancy_O2,tetrahedral,17,17,pristine,s,-18.44935477,0.0718
vacancy_O2,tetrahedral,17,17,pristine,s,-18.43235477,0.073
vacancy_O2,tetrahedral,17,17,pristine,s,-18.41535477,0.0746
vacancy_O2,tetrahedral,17,17,pristine,s,-18.39835477,0.0767
vacancy_O2,tetrahedral,17,17,pristine,s,-18.38135477,0.0795
vacancy_O2,tetrahedral,17,17,pristine,s,-18.36435477,0.0832
vacancy_O2,tetrahedral,17,17,pristine,s,-18.347354770000003,0.0878
vacancy_O2,tetrahedral,17,17,pristine,s,-18.33035477,0.0933
vacancy_O2,tetrahedral,17,17,pristine,s,-18.31335477,0.0996
vacancy_O2,tetrahedral,17,17,pristine,s,-18.29635477,0.1065
vacancy_O2,tetrahedral,17,17,pristine,s,-18.27935477,0.1139
vacancy_O2,tetrahedral,17,17,pristine,s,-18.26235477,0.1214
vacancy_O2,tetrahedral,17,17,pristine,s,-18.24535477,0.1288
vacancy_O2,tetrahedral,17,17,pristine,s,-18.228354770000003,0.1358
vacancy_O2,tetrahedral,17,17,pristine,s,-18.21135477,0.142
vacancy_O2,tetrahedral,17,17,pristine,s,-18.19435477,0.1472
vacancy_O2,tetrahedral,17,17,pristine,s,-18.17735477,0.1509
vacancy_O2,tetrahedral,17,17,pristine,s,-18.160354769999998,0.1528
vacancy_O2,tetrahedral,17,17,pristine,s,-18.143354770000002,0.1528
vacancy_O2,tetrahedral,17,17,pristine,s,-18.12635477,0.1508
vacancy_O2,tetrahedral,17,17,pristine,s,-18.109354770000003,0.1469
vacancy_O2,tetrahedral,17,17,pristine,s,-18.09225477,0.1416
vacancy_O2,tetrahedral,17,17,pristine,s,-18.07525477,0.1352
vacancy_O2,tetrahedral,17,17,pristine,s,-18.058254769999998,0.1285
vacancy_O2,tetrahedral,17,17,pristine,s,-18.041254770000002,0.1219
vacancy_O2,tetrahedral,17,17,pristine,s,-18.02425477,0.1157
vacancy_O2,tetrahedral,17,17,pristine,s,-18.007254770000003,0.1103
vacancy_O2,tetrahedral,17,17,pristine,s,-17.99025477,0.1054
vacancy_O2,tetrahedral,17,17,pristine,s,-17.97325477,0.101
vacancy_O2,tetrahedral,17,17,pristine,s,-17.95625477,0.0968
vacancy_O2,tetrahedral,17,17,pristine,s,-17.939254769999998,0.0925
vacancy_O2,tetrahedral,17,17,pristine,s,-17.922254770000002,0.0879
vacancy_O2,tetrahedral,17,17,pristine,s,-17.90525477,0.0828
vacancy_O2,tetrahedral,17,17,pristine,s,-17.88825477,0.0772
vacancy_O2,tetrahedral,17,17,pristine,s,-17.87125477,0.0712
vacancy_O2,tetrahedral,17,17,pristine,s,-17.85425477,0.0649
vacancy_O2,tetrahedral,17,17,pristine,s,-17.83725477,0.0586
vacancy_O2,tetrahedral,17,17,pristine,s,-17.82025477,0.0525
vacancy_O2,tetrahedral,17,17,pristine,s,-17.803254770000002,0.0466
vacancy_O2,tetrahedral,17,17,pristine,s,-17.78625477,0.0412
vacancy_O2,tetrahedral,17,17,pristine,s,-17.76925477,0.0365
vacancy_O2,tetrahedral,17,17,pristine,s,-17.75225477,0.0326
vacancy_O2,tetrahedral,17,17,pristine,s,-17.73525477,0.0297
vacancy_O2,tetrahedral,17,17,pristine,s,-17.71825477,0.028
vacancy_O2,tetrahedral,17,17,pristine,s,-17.70125477,0.0275
vacancy_O2,tetrahedral,17,17,pristine,s,-17.684254770000003,0.0282
vacancy_O2,tetrahedral,17,17,pristine,s,-17.66715477,0.0301
vacancy_O2,tetrahedral,17,17,pristine,s,-17.65015477,0.033
vacancy_O2,tetrahedral,17,17,pristine,s,-17.63315477,0.0367
vacancy_O2,tetrahedral,17,17,pristine,s,-17.61615477,0.0407
vacancy_O2,tetrahedral,17,17,pristine,s,-17.59915477,0.0446
vacancy_O2,tetrahedral,17,17,pristine,s,-17.582154770000002,0.048
vacancy_O2,tetrahedral,17,17,pristine,s,-17.56515477,0.0503
vacancy_O2,tetrahedral,17,17,pristine,s,-17.54815477,0.0511
vacancy_O2,tetrahedral,17,17,pristine,s,-17.53115477,0.0502
vacancy_O2,tetrahedral,17,17,pristine,s,-17.51415477,0.0475
vacancy_O2,tetrahedral,17,17,pristine,s,-17.49715477,0.0434
vacancy_O2,tetrahedral,17,17,pristine,s,-17.48015477,0.0381
vacancy_O2,tetrahedral,17,17,pristine,s,-17.463154770000003,0.0321
vacancy_O2,tetrahedral,17,17,pristine,s,-17.44615477,0.026
vacancy_O2,tetrahedral,17,17,pristine,s,-17.42915477,0.0202
vacancy_O2,tetrahedral,17,17,pristine,s,-17.41215477,0.0151
vacancy_O2,tetrahedral,17,17,pristine,s,-17.39515477,0.0108
vacancy_O2,tetrahedral,17,17,pristine,s,-17.378154770000002,0.0074
vacancy_O2,tetrahedral,17,17,pristine,s,-17.36115477,0.0049
vacancy_O2,tetrahedral,17,17,pristine,s,-17.344154770000003,0.0031
vacancy_O2,tetrahedral,17,17,pristine,s,-17.32715477,0.0018
vacancy_O2,tetrahedral,17,17,pristine,s,-17.31015477,0.0011
vacancy_O2,tetrahedral,17,17,pristine,s,-17.29315477,0.0006
vacancy_O2,tetrahedral,17,17,pristine,s,-17.276154769999998,0.0003
vacancy_O2,tetrahedral,17,17,pristine,s,-17.259154770000002,0.0002
vacancy_O2,tetrahedral,17,17,pristine,s,-17.242054770000003,0.0001
vacancy_O2,tetrahedral,17,17,pristine,s,-17.22505477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.20805477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.19105477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.174054769999998,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.157054770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.14005477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.123054770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.10605477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.08905477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.07205477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.055054769999998,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.038054770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.02105477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-17.00405477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.98705477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.97005477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.95305477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.93605477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.919054770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.90205477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.88505477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.86805477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.85105477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.83395477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.816954770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.79995477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.78295477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.76595477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.74895477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.73195477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.71495477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.697954770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.68095477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.66395477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.64695477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.62995477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.61295477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.59595477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.578954770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.56195477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.54495477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.52795477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.510954769999998,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.493954770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.47695477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.459954770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.44295477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.42595477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.408854769999998,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.391854770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.37485477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.357854770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.34085477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.32385477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.30685477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.289854769999998,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.272854770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.25585477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.23885477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.22185477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.20485477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.18785477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.17085477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.153854770000002,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.13685477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.11985477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.10285477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.08585477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.06885477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.05185477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.034854770000003,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.01785477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-16.00085477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.983754770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.96675477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.94975477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.93275477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.915754770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.89875477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.88175477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.864754770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.84775477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.83075477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.813754770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.79675477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.77975477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.76275477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.74575477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.72875477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.71175477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.694754770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.67775477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.66075477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.643754770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.62675477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.60975477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.59275477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.57565477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.55865477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.541654770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.52465477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.50765477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.49065477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.47365477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.45665477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.43965477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.422654770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.40565477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.38865477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.371654770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.35465477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.33765477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.32065477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.30365477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.28665477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.26965477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.252654770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.23565477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.21865477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.201654770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.18465477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.16765477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.150554770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.13355477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.11655477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.099554770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.08255477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.06555477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.04855477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.03155477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-15.01455477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.99755477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.980554770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.96355477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.94655477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.929554770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.91255477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.89555477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.878554770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.86155477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.84455477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.82755477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.810554770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.79355477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.77655477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.759554770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.74255477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.72545477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.708454770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.69145477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.67445477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.657454770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.64045477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.62345477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.606454770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.58945477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.57245477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.55545477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.538454770000001,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.52145477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.50445477,0.0
vacancy_O2,tetrahedral,17,17,pristine,s,-14.487454770000001,0.0
